Year,Category,Film,FilmId,Nominees,Winner
2019,Sound,A Star Is Born,,"Steve Morrow, Alan Robert Murray, Jason Ruder, Tom Ozanich, Dean Zupancic",FALSE
2019,Special Visual Effects,Black Panther,,"Geoffrey Baumann, Jesse James Chisholm, Craig Hammack, Dan Sudick",TRUE
2019,Special Visual Effects,Avengers: Infinity War,,"Dan DeLeeuw, Russell Earl, Kelly Port, Dan Sudick",FALSE
2019,Special Visual Effects,Fantastic Beasts: The Crimes of Grindelwald,,"Tim Burke, Andy Kind, Christian Manz, David Watkins",FALSE
2019,Special Visual Effects,First Man,,"Ian Hunter, Paul Lambert, Tristan Myles, J.D. Schwalm",FALSE
2019,Special Visual Effects,Ready Player One,,"Matthew E. Butler, Grady Cofer, Roger Guyett, David Shirk",FALSE
2019,Supporting Actor,Green Book,,Mahershala Ali,TRUE
2019,Supporting Actor,BlacKkKlansman,,Adam Driver,FALSE
2019,Supporting Actor,Can You Ever Forgive Me?,,Richard E. Grant,FALSE
2019,Supporting Actor,Vice,,Sam Rockwell,FALSE
2019,Supporting Actor,Beautiful Boy,,Timothee Chalamet,FALSE
2019,Supporting Actress,The Favourite,,Rachel Weisz,TRUE
2019,Supporting Actress,Vice,,Amy Adams,FALSE
2019,Supporting Actress,First Man,,Claire Foy,FALSE
2019,Supporting Actress,The Favourite,,Emma Stone,FALSE
2019,Supporting Actress,Mary Queen of Scots,,Margot Robbie,FALSE
2020,Adapted Screenplay,Jojo Rabbit,,Taika Waititi,TRUE
2020,Adapted Screenplay,The Irishman,,Steven Zaillian,FALSE
2020,Adapted Screenplay,Joker,,"Todd Phillips, Scott Silver",FALSE
2020,Adapted Screenplay,Little Women,,Greta Gerwig,FALSE
2020,Adapted Screenplay,The Two Popes,,Anthony McCarten,FALSE
2020,Animated Film,Klaus,,"Sergio Pablos, Jinko Gotoh",TRUE
2020,Animated Film,Frozen 2,,"Chris Buck, Jennifer Lee, Peter Del Vecho",FALSE
2020,Animated Film,A Shaun The Sheep Movie: Farmageddon,,"Will Becher, Richard Phelan, Paul Kewley",FALSE
2020,Animated Film,Toy Story 4,,"Josh Cooley, Mark Nielsen",FALSE
2020,Best Film,1917,,"Pippa Harris, Callum McDougall, Sam Mendes, Jayne-Ann Tenggren",TRUE
2020,Best Film,The Irishman,,"Robert De Niro, Jane Rosenthal, Martin Scorsese, Emma Tillinger Koskoff",FALSE
2020,Best Film,Joker,,"Bradley Cooper, Todd Phillips, Emma Tillinger Koskoff",FALSE
2020,Best Film,Once Upon a Time.. in Hollywood,,"David Heyman, Shannon McIntosh, Quentin Tarantino",FALSE
2020,Best Film,Parasite,,"Bong Joon Ho, Kwak Sin Ae",FALSE
2020,British Short Animation,Grandad Was A Romantic,,Maryam Mohajer,TRUE
2020,British Short Animation,In Her Boots,,Kathrin Steinbacher,FALSE
2020,British Short Animation,The Magic Boat,,"Naaman Azhari, Lilia Laurel",FALSE
2020,British Short Film,Learning To Skateboard In A Warzone (If You're A Girl),,"Carol Dysinger, Elena Andreicheva",TRUE
2020,British Short Film,Azaar,,"Myriam Raja, Nathanael Baring",FALSE
2020,British Short Film,Goldfish,,"Hector Dockrill, Harri Kamalanathan, Benedict Turnbull, Laura Dockrill",FALSE
2020,British Short Film,Kamali,,"Sasha Rainbow, Rosalind Croad",FALSE
2020,British Short Film,The Trap,,"Lena Headey, Anthony Fitzgerald",FALSE
2020,Casting,Joker,,Shayna Markowitz,TRUE
2020,Casting,Marriage Story,,"Douglas Aibel, Francine Maisler",FALSE
2020,Casting,Once Upon a Time.. in Hollywood,,Victoria Thomas,FALSE
2020,Casting,The Personal History Of David Copperfield,,Sarah Crowe,FALSE
2020,Casting,The Two Popes,,"Javier Braier, Barbara Giordani, Nina Gold, Francesco Vedovati, Gabriel Villegas",FALSE
2020,Cinematography,1917,,Roger Deakins,TRUE
2020,Cinematography,The Irishman,,Rodrigo Prieto,FALSE
2020,Cinematography,Joker,,Lawrence Sher,FALSE
2020,Cinematography,Le Mans '66,,Phedon Papamichael,FALSE
2020,Cinematography,The Lighthouse,,Jarin Blaschke,FALSE
2020,Costume Design,Little Women,,Jacqueline Durran,TRUE
2020,Costume Design,The Irishman,,"Christopher Peterson, Sandy Powell",FALSE
2020,Costume Design,Jojo Rabbit,,Mayes C. Rubeo,FALSE
2020,Costume Design,Judy,,Jany Temime,FALSE
2020,Costume Design,Once Upon a Time.. in Hollywood,,Arianne Phillips,FALSE
2020,Director,1917,,Sam Mendes,TRUE
2020,Director,The Irishman,,Martin Scorsese,FALSE
2020,Director,Joker,,Todd Phillips,FALSE
2020,Director,Once Upon a Time.. in Hollywood,,Quentin Tarantino,FALSE
2020,Director,Parasite,,Bong Joon Ho,FALSE
2020,Documentary,For Sama,,"Waad al-Kateab, Edward Watts",TRUE
2020,Documentary,American Factory,,"Steven Bognar, Julia Reichert",FALSE
2020,Documentary,Apollo 11,,Todd Douglas Miller,FALSE
2020,Documentary,Diego Maradona,,"Asif Kapadia, James Gay-Rees, Paul Martin",FALSE
2020,Documentary,The Great Hack,,"Karim Amer, Jehane Noujaim",FALSE
2020,EE Rising Star,,,Micheal Ward,TRUE
2020,EE Rising Star,,,Awkwafina,FALSE
2020,EE Rising Star,,,Jack Lowden,FALSE
2020,EE Rising Star,,,Kaitlyn Dever,FALSE
2020,EE Rising Star,,,Kelvin Harrison Jr.,FALSE
2020,Editing,Le Mans '66,,"Andrew Buckland, Michael McCusker",TRUE
2020,Editing,The Irishman,,Thelma Schoonmaker,FALSE
2020,Editing,Jojo Rabbit,,Tom Eagles,FALSE
2020,Editing,Joker,,Jeff Groth,FALSE
2020,Editing,Once Upon a Time.. in Hollywood,,Fred Raskin,FALSE
2020,Fellowship,,,Kathleen Kennedy,TRUE
2020,Film Not In The English Language,Parasite,,Bong Joon Ho,TRUE
2020,Film Not In The English Language,The Farewell,,"Lulu Wang, Daniele Melia",FALSE
2020,Film Not In The English Language,For Sama,,"Waad al-Kateab, Edward Watts",FALSE
2020,Film Not In The English Language,Pain And Glory,,"Pedro Almodóvar, Agustín Almodóvar",FALSE
2020,Film Not In The English Language,Portrait Of A Lady On Fire,,"Céline Sciamma, Bénédicte Couvreur",FALSE
2020,Leading Actor,Joker,,Joaquin Phoenix,TRUE
2020,Leading Actor,Once Upon a Time.. in Hollywood,,Leonardo DiCaprio,FALSE
2020,Leading Actor,Marriage Story,,Adam Driver,FALSE
2020,Leading Actor,Rocketman,,Taron Egerton,FALSE
2020,Leading Actor,The Two Popes,,Jonathan Pryce,FALSE
2020,Leading Actress,Judy,,Renée Zellweger,TRUE
2020,Leading Actress,Wild Rose,,Jessie Buckley,FALSE
2020,Leading Actress,Marriage Story,,Scarlett Johansson,FALSE
2020,Leading Actress,Little Women,,Saoirse Ronan,FALSE
2020,Leading Actress,Bombshell,,Charlize Theron,FALSE
2020,Make Up & Hair,Bombshell,,"Vivian Baker, Kazu Hiro, Anne Morgan",TRUE
2020,Make Up & Hair,1917,,"Naomi Donne, Tristan Versluis",FALSE
2020,Make Up & Hair,Joker,,"Kay Georgiou, Nicki Ledermann",FALSE
2020,Make Up & Hair,Judy,,Jeremy Woodhead,FALSE
2020,Make Up & Hair,Rocketman,,"Lizzie Yianni Georgiou, Barrie Gower, Tapio Salmi",FALSE
2020,Original Score,Joker,,Hildur Guðnadóttir,TRUE
2020,Original Score,1917,,Thomas Newman,FALSE
2020,Original Score,Jojo Rabbit,,Michael Giacchino,FALSE
2020,Original Score,Little Women,,Alexandre Desplat,FALSE
2020,Original Score,Star Wars: The Rise Of Skywalker,,John Williams,FALSE
2020,Original Screenplay,Parasite,,"Han Jin Won, Bong Joon Ho",TRUE
2020,Original Screenplay,Booksmart,,"Susanna Fogel, Emily Halpern, Sarah Haskins, Katie Silberman",FALSE
2020,Original Screenplay,Knives Out,,Rian Johnson,FALSE
2020,Original Screenplay,Marriage Story,,Noah Baumbach,FALSE
2020,Original Screenplay,Once Upon a Time.. in Hollywood,,Quentin Tarantino,FALSE
2020,Outstanding British Film,1917,,"Sam Mendes, Pippa Harris, Callum McDougall, Jayne-Ann Tenggren, Krysty Wilson-Cairns",TRUE
2020,Outstanding British Film,Bait,,"Mark Jenkin, Kate Byers, Linn Waite",FALSE
2020,Outstanding British Film,For Sama,,"Waad al-Kateab, Edward Watts",FALSE
2020,Outstanding British Film,Rocketman,,"Dexter Fletcher, Adam Bohling, David Furnish, David Reid, Matthew Vaughn, Lee Hall",FALSE
2020,Outstanding British Film,Sorry We Missed You,,"Ken Loach, Rebecca O'Brien, Paul Laverty",FALSE
2020,Outstanding British Film,The Two Popes,,"Fernando Meirelles, Jonathan Eirich, Dan Lin, Tracey Seaward, Anthony McCarten",FALSE
2020,"Outstanding Debut By A British Writer, Director Or Producer",Bait,,"Mark Jenkin, Kate Byers, Linn Waite",TRUE
2020,"Outstanding Debut By A British Writer, Director Or Producer",For Sama,,"Waad al-Kateab, Edward Watts",FALSE
2020,"Outstanding Debut By A British Writer, Director Or Producer",Maiden,,Alex Holmes,FALSE
2020,"Outstanding Debut By A British Writer, Director Or Producer",Only You,,Harry Wootliff,FALSE
2020,"Outstanding Debut By A British Writer, Director Or Producer",Retablo,,Álvaro Delgado-Aparicio  - also written by Héctor Gálvez,FALSE
2020,Production Design,1917,,"Dennis Gassner, Lee Sandales",TRUE
2020,Production Design,The Irishman,,"Bob Shaw, Regina Graves",FALSE
2020,Production Design,Jojo Rabbit,,"Ra Vincent, Nora Sopková",FALSE
2020,Production Design,Joker,,"Mark Friedberg, Kris Moran",FALSE
2020,Production Design,Once Upon a Time.. in Hollywood,,"Barbara Ling, Nancy Haigh",FALSE
2020,Sound,1917,,"Scott Millan, Oliver Tarney, Rachael Tate, Mark Taylor, Stuart Wilson",TRUE
2020,Sound,Joker,,"Tod Maitland, Alan Robert Murray, Tom Ozanich, Dean Zupancic",FALSE
2020,Sound,Le Mans '66,,"David Giammarco, Paul Massey, Steven A. Morrow, Donald Sylvester",FALSE
2020,Sound,Rocketman,,"Matthew Collinge, John Hayes, Mike Prestwood Smith, Danny Sheehan",FALSE
2020,Sound,Star Wars: The Rise Of Skywalker,,"David Acord, Andy Nelson, Christopher Scarabosio, Stuart Wilson, Matthew Wood",FALSE
2020,Special Visual Effects,1917,,"Greg Butler, Guillaume Rocheron, Dominic Tuohy",TRUE
2020,Special Visual Effects,Avengers: Endgame,,"Matt Aitken, Dan Deleeuw, Russell Earl, Dan Sudick",FALSE
2020,Special Visual Effects,The Irishman,,"Ivan Busquets, Leandro Estebecorena, Stephane Grabli, Pablo Helman",FALSE
2020,Special Visual Effects,The Lion King,,"Andrew R. Jones, Robert Legato, Elliot Newman, Adam Valdez",FALSE
2020,Special Visual Effects,Star Wars: The Rise Of Skywalker,,"Roger Guyett, Paul Kavanagh, Neal Scanlan, Dominic Tuohy",FALSE
2020,Supporting Actor,Once Upon a Time.. in Hollywood,,Brad Pitt,TRUE
2020,Supporting Actor,A Beautiful Day in the Neighborhood,,Tom Hanks,FALSE
2020,Supporting Actor,The Two Popes,,Anthony Hopkins,FALSE
2020,Supporting Actor,The Irishman,,Al Pacino,FALSE
2020,Supporting Actor,The Irishman,,Joe Pesci,FALSE
2020,Supporting Actress,Marriage Story,,Laura Dern,TRUE
2020,Supporting Actress,Jojo Rabbit,,Scarlett Johansson,FALSE
2020,Supporting Actress,Little Women,,Florence Pugh,FALSE
2020,Supporting Actress,Bombshell,,Margot Robbie,FALSE
2020,Supporting Actress,Once Upon a Time.. in Hollywood,,Margot Robbie,FALSE
2022,Best Film,The Power of the Dog,tt10272386,"Jane Campion, Iain Canning, Roger Frappier, Tanya Seghatchian, Emile Sherman",TRUE
2022,Best Film,Belfast,tt12789558,"Laura Berwick, Kenneth Branagh, Becca Kovacik, Tamar Thomas",
2022,Best Film,Don't Look Up,tt11286314,"Adam McKay, Kevin Messick",
2022,Best Film,Dune,tt1160419,"Mary Parent, Cale Boyter, Denis Villeneuve",
2022,Best Film,Licorice Pizza,tt11271038,"Sara Murphy, Paul Thomas Anderson, Adam Somner",
2022,Best Director,The Power of the Dog,tt10272386,Jane Campion,TRUE
2022,Best Director,After Love,tt12584804,Aleem Khan,
2022,Best Director,Drive My Car,tt14358792,Ryûsuke Hamaguchi,
2022,Best Director,Happening,tt13933884,Audrey Diwan,
2022,Best Director,Licorice Pizza,tt11038048,Paul Thomas Anderson,
2022,Best Director,Titane,tt10470012,Julia Ducournau,
2022,Leading Actor,King Richard,tt11893374,Will Smith,TRUE
2022,Leading Actor,Ali & Ava,tt13560574,Adeel Akhtar,
2022,Leading Actor,Swan Song,tt12378902,Mahershala Ali,
2022,Leading Actor,The Power of the Dog,tt10272386,Benedict Cumberbatch,
2022,Leading Actor,Don't Look Up,tt11286314,Leonardo DiCaprio,
2022,Leading Actor,Boiling Point,tt14146954,Stephen Graham,
2022,Leading Actress,After Love,tt12584804,Joanna Scanlan,TRUE
2022,Leading Actress,House of Gucci,tt11214590,Lady Gaga,
2022,Leading Actress,Licorice Pizza,tt11038048,Alana Haim,
2022,Leading Actress,CODA,tt10366460,Emilia Jones,
2022,Leading Actress,The Worst Person in the World,tt10370615,Renate Reinsve,
2022,Leading Actress,Passing,tt13206838,Tessa Thompson,
2022,Supporting Actor,CODA,tt10366460,Troy Kotsur,TRUE
2022,Supporting Actor,West Side Story,tt3581652,Mike Faist,
2022,Supporting Actor,Belfast,tt12789558,Ciarán Hinds,
2022,Supporting Actor,C'mon C'mon,tt14190506,Woody Norman,
2022,Supporting Actor,The Power of the Dog,tt10272386,Jesse Plemons,
2022,Supporting Actor,The Power of the Dog,tt10272386,Kodi Smit-McPhee,
2022,Supporting Actress,West Side Story,tt3581652,Ariana DeBose,TRUE
2022,Supporting Actress,Belfast,tt12789558,Caitríona Balfe,
2022,Supporting Actress,The Lost Daughter,tt10549564,Jessie Buckley,
2022,Supporting Actress,Mass,tt12701182,Ann Dowd,
2022,Supporting Actress,King Richard,tt11893374,Aunjanue Ellis,
2022,Supporting Actress,Passing,tt13206838,Ruth Negga,
2022,Outstanding British Film,Belfast,tt12789558,"Kenneth Branagh, Laura Berwick, Becca Kovacik, Tamar Thomas",TRUE
2022,Outstanding British Film,After Love,tt12584804,"Aleem Khan, Matthieu De Braconier",
2022,Outstanding British Film,Ali & Ava,tt13560574,"Clio Barnard, Tracy O'Riordan",
2022,Outstanding British Film,Boiling Point,tt14146954,"Philip Barantini, Bart Ruspoli, Hester Ruoff, James Cummings",
2022,Outstanding British Film,Cyrano,tt10215044,"Joe Wright, Tim Bevan, Eric Fellner, Guy Heely, Erica Schmidt",
2022,Outstanding British Film,Everybody's Talking About Jamie,tt9107816,"Jonathan Butterell, Peter Carlton, Mark Herbert, Tom Macrae",
2022,Outstanding British Film,House of Gucci,tt11214590,"Ridley Scott, Mark Huffam, Giannina Scott, Kevin J. Walsh",
2022,Outstanding British Film,Last Night in Soho,tt9639980,"Edgar Wright, Tim Bevan, Eric Fellner, Nira Park",
2022,Outstanding British Film,No Time to Die,tt2382320,"Cary Joji Fukunaga, Barbara Broccoli, Michael G. Wilson",
2022,Outstanding British Film,Passing,tt13206838,"Rebecca Hall, Margot Hand, Nina Yang Bongiovi, Forest Whitaker",
2022,Outstanding Debut (British),The Harder They Fall,tt10160804,Jeymes Samuel (Writer/Director),TRUE
2022,Outstanding Debut (British),After Love,tt12584804,Aleem Khan (Writer/Director),
2022,Outstanding Debut (British),Boiling Point,tt14146954,"James Cummings (Writer), Hester Ruoff (Producer)",
2022,Outstanding Debut (British),Keyboard Fantasies,tt14296454,"Posy Dixon (Writer/Director), Liv Proctor (Producer)",
2022,Outstanding Debut (British),Passing,tt13206838,Rebecca Hall (Writer/Director),
2022,Adapted Screenplay,CODA,tt10366460,Siân Heder,TRUE
2022,Adapted Screenplay,Drive My Car,tt14358792,Ryûsuke Hamaguchi,
2022,Adapted Screenplay,Dune,tt1160419,"Denis Villeneuve, Eric Roth, Jon Spaihts",
2022,Adapted Screenplay,The Lost Daughter,tt10549564,Maggie Gyllenhaal,
2022,Adapted Screenplay,The Power of the Dog,tt10272386,Jane Campion,
2022,Original Screenplay,Licorice Pizza,tt11038048,Paul Thomas Anderson,TRUE
2022,Original Screenplay,Being the Ricardos,tt10937602,Aaron Sorkin,
2022,Original Screenplay,Belfast,tt12789558,Kenneth Branagh,
2022,Original Screenplay,Don't Look Up,tt11286314,Adam McKay,
2022,Original Screenplay,King Richard,tt11893374,Zach Baylin,
2022,Cinematography,Dune,tt1160419,Greig Fraser,TRUE
2022,Cinematography,Nightmare Alley,tt7740420,Dan Laustsen,
2022,Cinematography,No Time to Die,tt2382320,Linus Sandgren,
2022,Cinematography,The Power of the Dog,tt10272386,Ari Wegner,
2022,Cinematography,The Tragedy of Macbeth,tt10427434,Bruno Delbonnel,
2022,Editing,No Time to Die,tt2382320,"Tom Cross, Elliot Graham",TRUE
2022,Editing,Belfast,tt12789558,Úna Ní Dhonghaíle,
2022,Editing,Dune,tt1160419,Joe Walker,
2022,Editing,Licorice Pizza,tt11038048,Andy Jurgensen,
2022,Editing,Summer of Soul,tt10954962,Joshua L. Pearson,
2022,Original Score,Dune,tt1160419,Hans Zimmer,TRUE
2022,Original Score,Being the Ricardos,tt10937602,Daniel Pemberton,
2022,Original Score,Don't Look Up,tt11286314,Nicholas Britell,
2022,Original Score,The French Dispatch,tt8588092,Alexandre Desplat,
2022,Original Score,The Power of the Dog,tt10272386,Jonny Greenwood,
2022,Production Design,Dune,tt1160419,"Patrice Vermette, Zsuzsanna Sipos",TRUE
2022,Production Design,Cyrano,tt10215044,"Sarah Greenwood, Katie Spencer",
2022,Production Design,The French Dispatch,tt8588092,"Adam Stockhausen, Rena Deangelo",
2022,Production Design,Nightmare Alley,tt7740420,"Tamara Deverell, Shane Vieau",
2022,Production Design,West Side Story,tt3581652,"Adam Stockhausen, Rena Deangelo",
2022,Costume Design,Cruella,tt3228774,Jenny Beavan,TRUE
2022,Costume Design,Cyrano,tt10215044,Massimo Cantini Parrini,
2022,Costume Design,Dune,tt1160419,"Robert Morgan, Jacqueline West",
2022,Costume Design,The French Dispatch,tt8588092,Milena Canonero,
2022,Costume Design,Nightmare Alley,tt7740420,Luis Sequeira,
2022,Make-Up & Hair,The Eyes of Tammy Faye,tt13649950,"Linda Dowds, Stephanie Ingram, Justin Raleigh",TRUE
2022,Make-Up & Hair,Cruella,tt3228774,"Nadia Stacey, Naomi Donne",
2022,Make-Up & Hair,Cyrano,tt10215044,"Alessandro Bertolazzi, Siân Miller",
2022,Make-Up & Hair,Dune,tt1160419,"Love Larson, Donald Mowat",
2022,Make-Up & Hair,House of Gucci,tt11214590,"Frederic Aspiras, Jane Carboni, Giuliano Mariana, Sarah Nicole Tanno",
2022,Sound,Dune,tt1160419,"Mac Ruth, Mark Mangini, Doug Hemphill, Theo Green, Ron Bartlett",TRUE
2022,Sound,Last Night in Soho,tt9639980,"Colin Nicolson, Julian Slater, Tim Cavagin, Dan Morgan",
2022,Sound,No Time to Die,tt2382320,"James Harrison, Simon Hayes, Paul Massey, Oliver Tarney, Mark Taylor",
2022,Sound,A Quiet Place Part II,tt8332922,"Erik Aadahl, Michael Barosky, Brandon Proctor, Ethan Van Der Ryn",
2022,Sound,West Side Story,tt3581652,"Brian Chumney, Tod Maitland, Andy Nelson, Gary Rydstrom",
2022,Special Visual Effects,Dune,tt1160419,"Brian Connor, Paul Lambert, Tristan Myles, Gerd Nefzer",TRUE
2022,Special Visual Effects,Free Guy,tt6264654,"Swen Gillberg, Brian Grill, Nikos Kalaitzidis, Daniel Sudick",
2022,Special Visual Effects,Ghostbusters: Afterlife,tt7069210,"Aharon Bourland, Sheena Duggal, Pier Lefebvre, Alessandro Ongaro",
2022,Special Visual Effects,The Matrix Resurrections,tt10838180,"Tom Debenham, Hew J Evans, Dan Glass, J.D. Schwaim",
2022,Special Visual Effects,No Time to Die,tt2382320,"Mark Bokowski, Chris Corbould, Joel Green, Charlie Noble",
2022,Film Not in the English Language,Drive My Car,tt14358792,"Ryûsuke Hamaguchi, Teruhisa Yamamoto",TRUE
2022,Film Not in the English Language,The Hand of God,tt15065906,"Paolo Sorrentino, Lorenzo Mieli",
2022,Film Not in the English Language,Parallel Mothers,tt13613840,"Pedro Almodóvar, Agustín Almodóvar",
2022,Film Not in the English Language,Petite Maman,tt12380814,Céline Sciamma,
2022,Film Not in the English Language,The Worst Person in the World,tt10370615,"Joachim Trier, Thomas Robsahm",
2022,Animated Film,Encanto,tt8946378,"Jared Bush, Byron Howard, Yvett Merino, Clarke Spencer",TRUE
2022,Animated Film,Flee,tt11743610,"Jonas Poher Rasmussen, Monica Hellström",
2022,Animated Film,Luca,tt12801262,"Enrico Casarosa, Andrea Warren",
2022,Animated Film,The Mitchells vs. the Machines,tt7979580,"Mike Rianda, Phil Lord, Christopher Miller",
2022,Documentary,Summer of Soul,tt10954962,"Ahmir 'Questlove' Thompson, David Dinerstein, Robert Fyvolent, Joseph Patel",TRUE
2022,Documentary,Becoming Cousteau,tt13236694,"Liz Garbus, Dan Cogan",
2022,Documentary,Cow,tt8960888,"Andrea Arnold, Kat Mansoor",
2022,Documentary,Flee,tt11743610,"Jonas Poher Rasmussen, Monica Hellström",
2022,Documentary,The Rescue,tt14477070,"Elizabeth Chai Vasarhelyi, Jimmy Chin, John Battsek, P.J. Van Sandwijk",
2022,Casting,West Side Story,tt3581652,Cindy Tolan,TRUE
2022,Casting,Boiling Point,tt14146954,Carolyn McLeod,
2022,Casting,Dune,tt1160419,Francine Maisler,
2022,Casting,The Hand of God,tt15065906,"Massimo Appolloni, Annamaria Sambucco",
2022,Casting,King Richard,tt11893374,"Rich Delia, Avy Kaufman",
