Year,CanonicalCategory,Category,Film,FilmId,Nominees,Winner,Detail
1959,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,The Nun's Story,tt0053131,Audrey Hepburn,,Sister Luke
1959,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,"Suddenly, Last Summer",tt0053318,Katharine Hepburn,,Mrs. Venable
1959,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Room at the Top,tt0053226,Simone Signoret,TRUE,Alice Aisgill
1959,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,"Suddenly, Last Summer",tt0053318,Elizabeth Taylor,,Catherine Holly
1959,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Room at the Top,tt0053226,Hermione Baddeley,,Elspeth
1959,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Imitation of Life,tt0052918,Susan Kohner,,Sarah Jane (age 18)
1959,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Imitation of Life,tt0052918,Juanita Moore,,Annie Johnson
1959,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Pillow Talk,tt0053172,Thelma Ritter,,Alma
1959,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,The Diary of Anne Frank,tt0052738,Shelley Winters,TRUE,Mrs. Van Daan
1959,ART DIRECTION (Black-and-White),Art Direction (Black-and-white),Career,tt0052673,"Hal Pereira, Walter Tyler, Sam Comer, Arthur Krams",,
1959,ART DIRECTION (Black-and-White),Art Direction (Black-and-white),The Diary of Anne Frank,tt0052738,"Lyle R. Wheeler, George W. Davis, Walter M. Scott, Stuart A. Reiss",TRUE,
1959,ART DIRECTION (Black-and-White),Art Direction (Black-and-white),The Last Angry Man,tt0052990,"Carl Anderson, William Kiernan",,
1959,ART DIRECTION (Black-and-White),Art Direction (Black-and-white),Some Like It Hot,tt0053291,"Ted Haworth, Edward G. Boyle",,
1959,ART DIRECTION (Black-and-White),Art Direction (Black-and-white),"Suddenly, Last Summer",tt0053318,"Oliver Messel, William Kellner, Scot Slimon",,
1959,ART DIRECTION (Color),Art Direction (Color),Ben-Hur,tt0052618,"William A. Horning, Edward Carfagno, Hugh Hunt",TRUE,
1959,ART DIRECTION (Color),Art Direction (Color),The Big Fisherman,tt0052627,"John DeCuir, Julia Heron",,
1959,ART DIRECTION (Color),Art Direction (Color),Journey to the Center of the Earth,tt0052948,"Lyle R. Wheeler, Franz Bachelin, Herman A. Blumenthal, Walter M. Scott, Joseph Kish",,
1959,ART DIRECTION (Color),Art Direction (Color),North by Northwest,tt0053125,"William A. Horning, Robert Boyle, Merrill Pye, Henry Grace, Frank McKelvy",,
1959,ART DIRECTION (Color),Art Direction (Color),Pillow Talk,tt0053172,"Richard H. Riedel, Russell A. Gausman, Ruby R. Levitt",,
1959,CINEMATOGRAPHY (Black-and-White),Cinematography (Black-and-white),Anatomy of a Murder,tt0052561,Sam Leavitt,,
1959,CINEMATOGRAPHY (Black-and-White),Cinematography (Black-and-white),Career,tt0052673,Joseph LaShelle,,
1959,CINEMATOGRAPHY (Black-and-White),Cinematography (Black-and-white),The Diary of Anne Frank,tt0052738,William C. Mellor,TRUE,
1959,CINEMATOGRAPHY (Black-and-White),Cinematography (Black-and-white),Some Like It Hot,tt0053291,Charles Lang Jr.,,
1959,CINEMATOGRAPHY (Black-and-White),Cinematography (Black-and-white),The Young Philadelphians,tt0053462,Harry Stradling Sr.,,
1959,CINEMATOGRAPHY (Color),Cinematography (Color),Ben-Hur,tt0052618,Robert L. Surtees,TRUE,
1959,CINEMATOGRAPHY (Color),Cinematography (Color),The Big Fisherman,tt0052627,Lee Garmes,,
1959,CINEMATOGRAPHY (Color),Cinematography (Color),The Five Pennies,tt0052809,Daniel L. Fapp,,
1959,CINEMATOGRAPHY (Color),Cinematography (Color),The Nun's Story,tt0053131,Franz Planer,,
1959,CINEMATOGRAPHY (Color),Cinematography (Color),Porgy and Bess,tt0053182,Leon Shamroy,,
1959,COSTUME DESIGN (Black-and-White),Costume Design (Black-and-white),Career,tt0052673,Edith Head,,
1959,COSTUME DESIGN (Black-and-White),Costume Design (Black-and-white),The Diary of Anne Frank,tt0052738,"Charles LeMaire, Mary Wills",,
1959,COSTUME DESIGN (Black-and-White),Costume Design (Black-and-white),The Gazebo,tt0052837,Helen Rose,,
1959,COSTUME DESIGN (Black-and-White),Costume Design (Black-and-white),Some Like It Hot,tt0053291,Orry-Kelly,TRUE,
1959,COSTUME DESIGN (Black-and-White),Costume Design (Black-and-white),The Young Philadelphians,tt0053462,Howard Shoup,,
1959,COSTUME DESIGN (Color),Costume Design (Color),Ben-Hur,tt0052618,Elizabeth Haffenden,TRUE,
1959,COSTUME DESIGN (Color),Costume Design (Color),The Best of Everything,tt0052619,Adele Palmer,,
1959,COSTUME DESIGN (Color),Costume Design (Color),The Big Fisherman,tt0052627,Renie,,
1959,COSTUME DESIGN (Color),Costume Design (Color),The Five Pennies,tt0052809,Edith Head,,
1959,COSTUME DESIGN (Color),Costume Design (Color),Porgy and Bess,tt0053182,Irene Sharaff,,
1959,DIRECTING,Directing,Ben-Hur,tt0052618,William Wyler,TRUE,
1959,DIRECTING,Directing,The Diary of Anne Frank,tt0052738,George Stevens,,
1959,DIRECTING,Directing,The Nun's Story,tt0053131,Fred Zinnemann,,
1959,DIRECTING,Directing,Room at the Top,tt0053226,Jack Clayton,,
1959,DIRECTING,Directing,Some Like It Hot,tt0053291,Billy Wilder,,
1959,DOCUMENTARY (Feature),Documentary (Feature),The Race for Space,tt0053205,David L. Wolper,,
1959,DOCUMENTARY (Feature),Documentary (Feature),Serengeti Shall Not Die,tt0053268,Bernhard Grzimek,TRUE,
1959,DOCUMENTARY (Short Subject),Documentary (Short Subject),Donald in Mathmagic Land,tt0052751,Walt Disney,,
1959,DOCUMENTARY (Short Subject),Documentary (Short Subject),From Generation to Generation,tt0052827,Edward F. Cullen,,
1959,DOCUMENTARY (Short Subject),Documentary (Short Subject),Glass,tt0052852,Bert Haanstra,TRUE,
1959,FILM EDITING,Film Editing,Anatomy of a Murder,tt0052561,Louis R. Loeffler,,
1959,FILM EDITING,Film Editing,Ben-Hur,tt0052618,"Ralph E. Winters, John D. Dunning",TRUE,
1959,FILM EDITING,Film Editing,North by Northwest,tt0053125,George Tomasini,,
1959,FILM EDITING,Film Editing,The Nun's Story,tt0053131,Walter Thompson,,
1959,FILM EDITING,Film Editing,On the Beach,tt0053137,Frederic Knudtson,,
1959,INTERNATIONAL FEATURE FILM,International Feature Film,Black Orpheus,tt0053146,,TRUE,
1959,INTERNATIONAL FEATURE FILM,International Feature Film,The Bridge,tt0052654,,,
1959,INTERNATIONAL FEATURE FILM,International Feature Film,The Great War,tt0052861,,,
1959,INTERNATIONAL FEATURE FILM,International Feature Film,Paw,tt0053158,,,
1959,INTERNATIONAL FEATURE FILM,International Feature Film,The Village on the River,tt0051552,,,
1959,MUSIC (Original Score),Music (Original Score),Ben-Hur,tt0052618,Miklos Rozsa,TRUE,
1959,MUSIC (Original Score),Music (Original Score),The Diary of Anne Frank,tt0052738,Alfred Newman,,
1959,MUSIC (Original Score),Music (Original Score),The Nun's Story,tt0053131,Franz Waxman,,
1959,MUSIC (Original Score),Music (Original Score),On the Beach,tt0053137,Ernest Gold,,
1959,MUSIC (Original Score),Music (Original Score),Pillow Talk,tt0053172,Frank DeVol,,
1959,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),The Five Pennies,tt0052809,Leith Stevens,,
1959,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),Li'l Abner,tt0053001,"Nelson Riddle, Joseph J. Lilley",,
1959,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),Porgy and Bess,tt0053182,"Andre Previn, Ken Darby",TRUE,
1959,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),Say One for Me,tt0053245,Lionel Newman,,
1959,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),Sleeping Beauty,tt0053285,George Bruns,,
1959,MUSIC (Original Song),Music (Original Song),The Best of Everything,tt0052619,"Alfred Newman, Sammy Cahn",,The Best Of Everything
1959,MUSIC (Original Song),Music (Original Song),The Five Pennies,tt0052809,Sylvia Fine,,The Five Pennies
1959,MUSIC (Original Song),Music (Original Song),The Hanging Tree,tt0052876,"Jerry Livingston, Mack David",,The Hanging Tree
1959,MUSIC (Original Song),Music (Original Song),A Hole in the Head,tt0052896,"James Van Heusen, Sammy Cahn",TRUE,High Hopes
1959,MUSIC (Original Song),Music (Original Song),The Young Land,tt0053461,"Dimitri Tiomkin, Ned Washington",,Strange Are The Ways Of Love
1959,BEST PICTURE,Best Picture,Anatomy of a Murder,tt0052561,Otto Preminger,,
1959,BEST PICTURE,Best Picture,Ben-Hur,tt0052618,Sam Zimbalist,TRUE,
1959,BEST PICTURE,Best Picture,The Diary of Anne Frank,tt0052738,George Stevens,,
1959,BEST PICTURE,Best Picture,The Nun's Story,tt0053131,Henry Blanke,,
1959,BEST PICTURE,Best Picture,Room at the Top,tt0053226,"John Woolf, James Woolf",,
1959,SHORT FILM (Animated),Short Film (Animated),Mexicali Shmoes,tt0053064,John W. Burton,,
1959,SHORT FILM (Animated),Short Film (Animated),Moonbird,tt0053080,John Hubley,TRUE,
1959,SHORT FILM (Animated),Short Film (Animated),Noah's Ark,tt0053120,Walt Disney,,
1959,SHORT FILM (Animated),Short Film (Animated),The Violinist,tt0053425,Ernest Pintoff,,
1959,SHORT FILM (Live Action),Short Film (Live Action),Between the Tides,tt0052621,Ian Ferguson,,
1959,SHORT FILM (Live Action),Short Film (Live Action),The Golden Fish,tt0052855,Jacques-Yves Cousteau,TRUE,
1959,SHORT FILM (Live Action),Short Film (Live Action),Mysteries of the Deep,tt0053090,Walt Disney,,
1959,SHORT FILM (Live Action),Short Film (Live Action),"The Running, Jumping and Standing-Still Film",tt0053231,Peter Sellers,,
1959,SHORT FILM (Live Action),Short Film (Live Action),Skyscraper,tt0053282,"Shirley Clarke, Willard Van Dyke, Irving Jacoby",,
1959,SOUND MIXING,Sound Mixing,Ben-Hur,tt0052618,"Metro-Goldwyn-Mayer, Franklin E. Milton",TRUE,
1959,SOUND MIXING,Sound Mixing,Journey to the Center of the Earth,tt0052948,"20th Century-Fox, Carl Faulkner",,
1959,SOUND MIXING,Sound Mixing,Libel!,tt0053003,"Metro-Goldwyn-Mayer London, A. W. Watkins",,
1959,SOUND MIXING,Sound Mixing,The Nun's Story,tt0053131,"Warner Bros., George R. Groves",,
1959,SOUND MIXING,Sound Mixing,Porgy and Bess,tt0053182,"Samuel Goldwyn, Gordon E. Sawyer, Todd-AO, Fred Hynes",,
1959,VISUAL EFFECTS,Visual Effects,Ben-Hur,tt0052618,"A. Arnold Gillespie, Robert MacDonald, Milo Lory",TRUE,
1959,VISUAL EFFECTS,Visual Effects,Journey to the Center of the Earth,tt0052948,"L. B. Abbott, James B. Gordon, Carl Faulkner",,
1959,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),Anatomy of a Murder,tt0052561,Wendell Mayes,,
1959,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),Ben-Hur,tt0052618,Karl Tunberg,,
1959,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),The Nun's Story,tt0053131,Robert Anderson,,
1959,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),Room at the Top,tt0053226,Neil Paterson,TRUE,
1959,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),Some Like It Hot,tt0053291,"Billy Wilder, I. A. L. Diamond",,
1959,WRITING (Original Screenplay),Writing (Original Screenplay),The 400 Blows,tt0053198,"Francois Truffaut, Marcel Moussy",,
1959,WRITING (Original Screenplay),Writing (Original Screenplay),North by Northwest,tt0053125,Ernest Lehman,,
1959,WRITING (Original Screenplay),Writing (Original Screenplay),Operation Petticoat,tt0053143,"Paul King, Joseph Stone, Stanley Shapiro, Maurice Richlin",,
1959,WRITING (Original Screenplay),Writing (Original Screenplay),Pillow Talk,tt0053172,"Russell Rouse, Clarence Greene, Stanley Shapiro, Maurice Richlin",TRUE,
1959,WRITING (Original Screenplay),Writing (Original Screenplay),Wild Strawberries,tt0050986,Ingmar Bergman,,
1959,JEAN HERSHOLT HUMANITARIAN AWARD,Jean Hersholt Humanitarian Award,,,Bob Hope,TRUE,
1959,HONORARY AWARD,Honorary Award,,,Lee De Forest,TRUE,
1959,HONORARY AWARD,Honorary Award,,,Buster Keaton,TRUE,
1959,SCIENTIFIC OR TECHNICAL AWARD (Class II),Scientific or Technical Award (Class Ii),,,"DOUGLAS G. SHEARER, ROBERT E. GOTTSCHALK, JOHN R. MOORE",TRUE,Systems
1959,SCIENTIFIC OR TECHNICAL AWARD (Class II),Scientific or Technical Award (Class Ii),,,"Wadsworth E. Pohl, WILLIAM EVANS, WERNER HOPF, S.E. HOWSE, THOMAS P. DIXON, STANFORD RESEARCH INSTITUTE, TECHNICOLOR CORP.",TRUE,Laboratory
1959,SCIENTIFIC OR TECHNICAL AWARD (Class II),Scientific or Technical Award (Class Ii),,,"Wadsworth E. Pohl, JACK ALFORD, HENRY IMUS, JOSEPH SCHMIT, PAUL FASSNACHT, AL LOFQUIST, TECHNICOLOR CORP.",TRUE,Laboratory
1959,SCIENTIFIC OR TECHNICAL AWARD (Class II),Scientific or Technical Award (Class Ii),,,"Dr. Howard S. Coleman, DR. A. FRANCIS TURNER, HAROLD H. SCHROEDER, JAMES R. BENFORD, HAROLD E. ROSENBERGER",TRUE,Projection
1959,SCIENTIFIC OR TECHNICAL AWARD (Class II),Scientific or Technical Award (Class Ii),,,"ROBERT P. GUTTERMAN, LIPSNER-SMITH CORP.",TRUE,Laboratory
1959,SCIENTIFIC OR TECHNICAL AWARD (Class III),Scientific or Technical Award (Class Iii),,,UB IWERKS,TRUE,Laboratory
1959,SCIENTIFIC OR TECHNICAL AWARD (Class III),Scientific or Technical Award (Class Iii),,,"E.L. Stones, GLEN ROBINSON, WINFIELD HUBBARD, LUTHER NEWMAN",TRUE,Stage Operations
1960,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Sons and Lovers,tt0054326,Trevor Howard,,Morel
1960,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Elmer Gantry,tt0053793,Burt Lancaster,TRUE,Elmer Gantry
1960,ACTOR IN A LEADING ROLE,Actor in a Leading Role,The Apartment,tt0053604,Jack Lemmon,,C.C. 'Bud' Baxter
1960,ACTOR IN A LEADING ROLE,Actor in a Leading Role,The Entertainer,tt0053796,Laurence Olivier,,Archie Rice
1960,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Inherit the Wind,tt0053946,Spencer Tracy,,Henry Drummond
1960,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,"Murder, Inc.",tt0054102,Peter Falk,,Abe Reles
1960,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,The Apartment,tt0053604,Jack Kruschen,,Dr. Dreyfuss
1960,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,Exodus,tt0053804,Sal Mineo,,Dov Landau
1960,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,Spartacus,tt0054331,Peter Ustinov,TRUE,Batiatus
1960,ACTOR IN A SUPPORTING ROLE,Actor in a Supporting Role,The Alamo,tt0053580,Chill Wills,,Beekeeper
1960,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Sunrise at Campobello,tt0054354,Greer Garson,,Eleanor Roosevelt
1960,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,The Sundowners,tt0054353,Deborah Kerr,,Ida Carmody
1960,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,The Apartment,tt0053604,Shirley MacLaine,,Fran Kubelik
1960,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Never on Sunday,tt0054198,Melina Mercouri,,Ilya
1960,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Butterfield 8,tt0053622,Elizabeth Taylor,TRUE,Gloria Wandrous
1960,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,The Sundowners,tt0054353,Glynis Johns,,Mrs. Firth
1960,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Elmer Gantry,tt0053793,Shirley Jones,TRUE,Lulu Bains
1960,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,The Dark at the Top of the Stairs,tt0053750,Shirley Knight,,Reenie
1960,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Psycho,tt0054215,Janet Leigh,,Marion Crane
1960,ACTRESS IN A SUPPORTING ROLE,Actress in a Supporting Role,Sons and Lovers,tt0054326,Mary Ure,,Clara Dawes
1960,ART DIRECTION (Black-and-White),Art Direction (Black-and-white),The Apartment,tt0053604,"Alexander Trauner, Edward G. Boyle",TRUE,
1960,ART DIRECTION (Black-and-White),Art Direction (Black-and-white),The Facts of Life,tt0053810,"Joseph McMillan Johnson, Kenneth A. Reid, Ross Dowd",,
1960,ART DIRECTION (Black-and-White),Art Direction (Black-and-white),Psycho,tt0054215,"Joseph Hurley, Robert Clatworthy, George Milo",,
1960,ART DIRECTION (Black-and-White),Art Direction (Black-and-white),Sons and Lovers,tt0054326,"Tom Morahan, Lionel Couch",,
1960,ART DIRECTION (Black-and-White),Art Direction (Black-and-white),Visit to a Small Planet,tt0054446,"Hal Pereira, Walter Tyler, Sam Comer, Arthur Krams",,
1960,ART DIRECTION (Color),Art Direction (Color),Cimarron,tt0053715,"George W. Davis, Addison Hehr, Henry Grace, Hugh Hunt, Otto Siegel",,
1960,ART DIRECTION (Color),Art Direction (Color),It Started in Naples,tt0053957,"Hal Pereira, Roland Anderson, Sam Comer, Arrigo Breschi",,
1960,ART DIRECTION (Color),Art Direction (Color),Pepe,tt0054172,"Ted Haworth, William Kiernan",,
1960,ART DIRECTION (Color),Art Direction (Color),Spartacus,tt0054331,"Alexander Golitzen, Eric Orbom, Russell A. Gausman, Julia Heron",TRUE,
1960,ART DIRECTION (Color),Art Direction (Color),Sunrise at Campobello,tt0054354,"Edward Carrere, George James Hopkins",,
1960,CINEMATOGRAPHY (Black-and-White),Cinematography (Black-and-white),The Apartment,tt0053604,Joseph LaShelle,,
1960,CINEMATOGRAPHY (Black-and-White),Cinematography (Black-and-white),The Facts of Life,tt0053810,Charles B. Lang Jr.,,
1960,CINEMATOGRAPHY (Black-and-White),Cinematography (Black-and-white),Inherit the Wind,tt0053946,Ernest Laszlo,,
1960,CINEMATOGRAPHY (Black-and-White),Cinematography (Black-and-white),Psycho,tt0054215,John L. Russell,,
1960,CINEMATOGRAPHY (Black-and-White),Cinematography (Black-and-white),Sons and Lovers,tt0054326,Freddie Francis,TRUE,
1960,CINEMATOGRAPHY (Color),Cinematography (Color),The Alamo,tt0053580,William H. Clothier,,
1960,CINEMATOGRAPHY (Color),Cinematography (Color),Butterfield 8,tt0053622,"Joseph Ruttenberg, Charles Harten",,
1960,CINEMATOGRAPHY (Color),Cinematography (Color),Exodus,tt0053804,Sam Leavitt,,
1960,CINEMATOGRAPHY (Color),Cinematography (Color),Pepe,tt0054172,Joe MacDonald,,
1960,CINEMATOGRAPHY (Color),Cinematography (Color),Spartacus,tt0054331,Russell Metty,TRUE,
1960,COSTUME DESIGN (Black-and-White),Costume Design (Black-and-white),The Facts of Life,tt0053810,"Edith Head, Edward Stevenson",TRUE,
1960,COSTUME DESIGN (Black-and-White),Costume Design (Black-and-white),Never on Sunday,tt0054198,Deni Vachlioti,,
1960,COSTUME DESIGN (Black-and-White),Costume Design (Black-and-white),The Rise and Fall of Legs Diamond,tt0054243,Howard Shoup,,
1960,COSTUME DESIGN (Black-and-White),Costume Design (Black-and-white),Seven Thieves,tt0054295,Bill Thomas,,
1960,COSTUME DESIGN (Black-and-White),Costume Design (Black-and-white),The Virgin Spring,tt0053976,Marik Vos,,
1960,COSTUME DESIGN (Color),Costume Design (Color),Can-Can,tt0053690,Irene Sharaff,,
1960,COSTUME DESIGN (Color),Costume Design (Color),Midnight Lace,tt0054084,Irene,,
1960,COSTUME DESIGN (Color),Costume Design (Color),Pepe,tt0054172,Edith Head,,
1960,COSTUME DESIGN (Color),Costume Design (Color),Spartacus,tt0054331,"Valles, Bill Thomas",TRUE,
1960,COSTUME DESIGN (Color),Costume Design (Color),Sunrise at Campobello,tt0054354,Marjorie Best,,
1960,DIRECTING,Directing,The Apartment,tt0053604,Billy Wilder,TRUE,
1960,DIRECTING,Directing,Never on Sunday,tt0054198,Jules Dassin,,
1960,DIRECTING,Directing,Psycho,tt0054215,Alfred Hitchcock,,
1960,DIRECTING,Directing,Sons and Lovers,tt0054326,Jack Cardiff,,
1960,DIRECTING,Directing,The Sundowners,tt0054353,Fred Zinnemann,,
1960,DOCUMENTARY (Feature),Documentary (Feature),The Horse with the Flying Tail,tt0054993,Larry Lansburgh,TRUE,
1960,DOCUMENTARY (Feature),Documentary (Feature),Rebel in Paradise,tt0054235,Robert D. Fraser,,
1960,DOCUMENTARY (Short Subject),Documentary (Short Subject),Beyond Silence,tt0053649,United States Information Agency,,
1960,DOCUMENTARY (Short Subject),Documentary (Short Subject),A City Called Copenhagen,tt0053685,"Statens Filmcentral, The Danish Government Film Office",,
1960,DOCUMENTARY (Short Subject),Documentary (Short Subject),George Grosz' Interregnum,tt0053858,"Charles Carey, Altina Carey",,
1960,DOCUMENTARY (Short Subject),Documentary (Short Subject),Giuseppina,tt0053866,James Hill,TRUE,
1960,DOCUMENTARY (Short Subject),Documentary (Short Subject),Universe,tt0054429,Colin Low,,
